Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 8758.08it/s]
[ours] loaded 324 steer tensors; prefix_write=True; cfg=PrefixSteerConfig(num_prefix_tokens=64, sliding_window_size=256, mem_num_heads=8, mem_head_dim=64, steer_mode='deltamem', normal_attends_prefix=True, prefix_sees_query=True, prefix_init_std=0.7, prefix_init_dist='normal', prefix_write=True, read_prefix_only=False, memory_mode='dynamic', write_ctx_only=True, prefix_write_layout='global', prefix_write_overlap_tokens=0, pool_reads=True, pool_gate=False, pool_gate_input='rm', pool_gate_max=2.0, pool_gate_bias=0.0, steer_layers=(), prefix_layers=(), steer_gain=0.1, share_qkv=False, memory_value_source='trainable', delta_heads='qkvo', delta_rank=0, read_proj_dim=0, output_fusion='fixed', o_fusion_position='pre_o', output_fusion_eps=1e-06, output_fusion_scale_max=10.0, fusion_lambda_init=0.1, fusion_lambda_max=1.0, fusion_ema_momentum=0.99, history_pool_mode='none', hybrid_read_mode='none', hybrid_prefix_gate_mode='fixed', hybrid_prefix_gate_init=0.1)
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/mingze/.cache/huggingface/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Wed Aug 12 07:46:01 2026).
[shard 0] 3703 examples
[shard 0] 1800/3703 baseF1=0.571 oursF1=0.668 (22.9m)
[shard 0] 1820/3703 baseF1=0.571 oursF1=0.668 (23.2m)
[shard 0] 1840/3703 baseF1=0.571 oursF1=0.668 (23.5m)
[shard 0] 1860/3703 baseF1=0.569 oursF1=0.668 (23.7m)
[shard 0] 1880/3703 baseF1=0.568 oursF1=0.668 (23.9m)
[shard 0] 1900/3703 baseF1=0.567 oursF1=0.667 (24.2m)
[shard 0] 1920/3703 baseF1=0.567 oursF1=0.668 (24.4m)
[shard 0] 1940/3703 baseF1=0.565 oursF1=0.666 (24.6m)
[shard 0] 1960/3703 baseF1=0.564 oursF1=0.668 (24.8m)
[shard 0] 1980/3703 baseF1=0.565 oursF1=0.667 (25.1m)
[shard 0] 2000/3703 baseF1=0.563 oursF1=0.665 (25.3m)
[shard 0] 2020/3703 baseF1=0.561 oursF1=0.664 (25.6m)
[shard 0] 2040/3703 baseF1=0.562 oursF1=0.664 (25.9m)
[shard 0] 2060/3703 baseF1=0.562 oursF1=0.664 (26.2m)
[shard 0] 2080/3703 baseF1=0.565 oursF1=0.667 (26.5m)
[shard 0] 2100/3703 baseF1=0.565 oursF1=0.665 (26.7m)
[shard 0] 2120/3703 baseF1=0.566 oursF1=0.666 (27.0m)
[shard 0] 2140/3703 baseF1=0.567 oursF1=0.667 (27.2m)
[shard 0] 2160/3703 baseF1=0.567 oursF1=0.668 (27.5m)
[shard 0] 2180/3703 baseF1=0.567 oursF1=0.668 (27.7m)
[shard 0] 2200/3703 baseF1=0.568 oursF1=0.669 (28.0m)
[shard 0] 2220/3703 baseF1=0.568 oursF1=0.670 (28.3m)
[shard 0] 2240/3703 baseF1=0.567 oursF1=0.670 (28.5m)
[shard 0] 2260/3703 baseF1=0.568 oursF1=0.671 (28.8m)
[shard 0] 2280/3703 baseF1=0.567 oursF1=0.671 (29.1m)
[shard 0] 2300/3703 baseF1=0.567 oursF1=0.669 (29.3m)
[shard 0] 2320/3703 baseF1=0.567 oursF1=0.669 (29.6m)
[shard 0] 2340/3703 baseF1=0.567 oursF1=0.669 (29.8m)
[shard 0] 2360/3703 baseF1=0.568 oursF1=0.670 (30.0m)
[shard 0] 2380/3703 baseF1=0.567 oursF1=0.669 (30.3m)
