tag	host	gpu	pid	start_utc	end_utc	secs	rc	status	artifact	log	cmd
localreader_4b	lux-2-node-16	2	3698718	2026-08-18T00:08:07Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --read-dim 128 --window 256 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
lowrank_4b	lux-2-node-16	0	3698719	2026-08-18T00:08:07Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --rank 177 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
layout_last4_s0	lux-2-node-16	5	3701602	2026-08-18T00:10:54Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_last4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_last4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_last4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 4,5,6,7
layout_evidence4_s0	lux-2-node-16	4	3701603	2026-08-18T00:10:54Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_evidence4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_evidence4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_evidence4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 0,2,4,6
layout_first4_s0	lux-2-node-16	7	3701604	2026-08-18T00:10:54Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_first4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_first4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_first4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 0,1,2,3
layout_midlate4_s0	lux-2-node-16	6	3701606	2026-08-18T00:10:54Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_midlate4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_midlate4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_midlate4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 2,3,4,5
layout_last4_s0	lux-2-node-16	5	3701602	2026-08-18T00:10:54Z	2026-08-18T00:39:19Z	1705	0	DONE(rc=0) nll=3.6809	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_last4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_last4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_last4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 4,5,6,7
layout_midlate4_s0	lux-2-node-16	6	3701606	2026-08-18T00:10:54Z	2026-08-18T00:40:46Z	1792	0	DONE(rc=0) nll=3.6801	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_midlate4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_midlate4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_midlate4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 2,3,4,5
layout_evidence4_s0	lux-2-node-16	4	3701603	2026-08-18T00:10:54Z	2026-08-18T00:42:39Z	1905	0	DONE(rc=0) nll=3.6802	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_evidence4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_evidence4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_evidence4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 0,2,4,6
layout_first4_s0	lux-2-node-16	7	3701604	2026-08-18T00:10:54Z	2026-08-18T00:42:40Z	1906	0	DONE(rc=0) nll=3.6806	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/layout_first4_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/layout_first4_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag layout_first4_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --rank 192 --log-every 50 --eval-every 500 --split-layers 0,1,2,3
postnorm_s0	lux-2-node-16	4	3724206	2026-08-18T00:43:28Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/postnorm_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/postnorm_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag postnorm_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --rank 96 --delta-pre-norm 0 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
postnorm_s1	lux-2-node-16	5	3724208	2026-08-18T00:43:28Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/postnorm_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/postnorm_s1.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag postnorm_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --rank 96 --delta-pre-norm 0 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
postnorm_s2	lux-2-node-16	6	3724210	2026-08-18T00:43:28Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/postnorm_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/postnorm_s2.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag postnorm_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --rank 96 --delta-pre-norm 0 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
lowrank_r192_s0	lux-2-node-16	7	3724211	2026-08-18T00:43:28Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_r192_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_r192_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_r192_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --rank 192 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
postnorm_s0	lux-2-node-16	4	3724206	2026-08-18T00:43:28Z	2026-08-18T01:21:49Z	2301	0	DONE(rc=0) nll=3.6786	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/postnorm_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/postnorm_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag postnorm_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --rank 96 --delta-pre-norm 0 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
postnorm_s1	lux-2-node-16	5	3724208	2026-08-18T00:43:28Z	2026-08-18T01:22:09Z	2321	0	DONE(rc=0) nll=3.6722	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/postnorm_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/postnorm_s1.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag postnorm_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --rank 96 --delta-pre-norm 0 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
additive_4b	lux-2-node-16	1	3698714	2026-08-18T00:08:07Z	2026-08-18T01:35:01Z	5214	0	DONE(rc=0) nll=2.8079	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --read-dim 128 --window 256 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
postnorm_s2	lux-2-node-16	6	3724210	2026-08-18T00:43:28Z	2026-08-18T01:41:45Z	3497	0	DONE(rc=0) nll=3.6703	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/postnorm_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/postnorm_s2.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag postnorm_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --rank 96 --delta-pre-norm 0 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
lowrank_r192_s0	lux-2-node-16	7	3724211	2026-08-18T00:43:28Z	2026-08-18T01:42:26Z	3538	0	DONE(rc=0) nll=3.6776	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_r192_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_r192_s0.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_r192_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --rank 192 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
localreader_4b	lux-2-node-16	2	3698718	2026-08-18T00:08:07Z	2026-08-18T01:45:11Z	5824	0	DONE(rc=0) nll=2.8502	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --read-dim 128 --window 256 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
lowrank_4b	lux-2-node-16	0	3698719	2026-08-18T00:08:07Z	2026-08-18T01:45:26Z	5839	0	DONE(rc=0) nll=2.8196	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --rank 177 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
lowrank_unfr_4b	lux-2-node-16	3	3698715	2026-08-18T00:08:07Z	2026-08-18T01:48:28Z	6021	0	DONE(rc=0) nll=2.8117	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfr_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfr_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfr_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --rank 177 --stage1-frac 0.15 --backbone-lr 1e-5 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
