tag	host	gpu	pid	start_utc	end_utc	secs	rc	status	artifact	log	cmd
additive_s0	lux-2-node-16	3	1935315	2026-08-17T19:47:01Z	2026-08-17T20:24:34Z	2252	0	DONE(rc=0) nll=3.6785	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_s0.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
lowrank_unfreeze_s0	lux-2-node-16	3	2412441	2026-08-17T20:24:34Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfreeze_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfreeze_s0.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfreeze_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96 --stage1-frac 0.15 --backbone-lr 1e-5
localreader_s0	lux-2-node-16	2	1937030	2026-08-17T19:48:21Z	2026-08-17T20:27:14Z	2332	0	DONE(rc=0) nll=3.6828	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_s0.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
vanilla_continue_s1	lux-2-node-16	2	2416887	2026-08-17T20:27:14Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/vanilla_continue_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/vanilla_continue_s1.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag vanilla_continue_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm vanilla_continue --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
lowrank_unfreeze_s0	lux-2-node-16	3	2412441	2026-08-17T20:24:34Z	2026-08-17T21:00:06Z	2132	0	DONE(rc=0) nll=3.6738	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfreeze_s0.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfreeze_s0.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfreeze_s0 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --seed 0 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s0_T0.pt --init-sha256 7cce788e0caf1337e5ec9f9484e225d3675cb35e467f1fe84d9ef241f1de6c1a --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96 --stage1-frac 0.15 --backbone-lr 1e-5
lowrank_s1	lux-2-node-16	3	2465399	2026-08-17T21:00:06Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_s1.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96
vanilla_continue_s1	lux-2-node-16	2	2416887	2026-08-17T20:27:14Z	2026-08-17T21:03:36Z	2182	0	DONE(rc=0) nll=3.6059	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/vanilla_continue_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/vanilla_continue_s1.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag vanilla_continue_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm vanilla_continue --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
additive_s1	lux-2-node-16	2	2470669	2026-08-17T21:03:36Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_s1.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
diffv2_s2	lux-2-node-16	1	1660584	2026-08-17T19:07:29Z	2026-08-17T21:31:00Z	8611	0	DONE(rc=0) nll=3.5935	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/diffv2_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/diffv2_s2.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag diffv2_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm native_diffv2 --seed 2 --batch-size 2 --grad-accum 16 --total-tokens 800000000 --t0-tokens 600000000 --log-every 50 --eval-every 400
diffv2_s1	lux-2-node-16	0	1660586	2026-08-17T19:07:29Z	2026-08-17T21:31:52Z	8663	0	DONE(rc=0) nll=3.6057	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/diffv2_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/diffv2_s1.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag diffv2_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm native_diffv2 --seed 1 --batch-size 2 --grad-accum 16 --total-tokens 800000000 --t0-tokens 600000000 --log-every 50 --eval-every 400
lowrank_s1	lux-2-node-16	3	2465399	2026-08-17T21:00:06Z	2026-08-17T21:34:38Z	2072	0	DONE(rc=0) nll=3.6721	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_s1.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96
localreader_s1	lux-2-node-16	3	2513700	2026-08-17T21:34:38Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_s1.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
additive_s1	lux-2-node-16	2	2470669	2026-08-17T21:03:36Z	2026-08-17T21:41:18Z	2262	0	DONE(rc=0) nll=3.6717	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_s1.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
lowrank_unfreeze_s1	lux-2-node-16	2	2524391	2026-08-17T21:41:18Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfreeze_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfreeze_s1.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfreeze_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96 --stage1-frac 0.15 --backbone-lr 1e-5
localreader_s1	lux-2-node-16	3	2513700	2026-08-17T21:34:38Z	2026-08-17T22:13:50Z	2352	0	DONE(rc=0) nll=3.6761	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_s1.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
vanilla_continue_s2	lux-2-node-16	3	2984240	2026-08-17T22:13:50Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/vanilla_continue_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/vanilla_continue_s2.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag vanilla_continue_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm vanilla_continue --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
lowrank_unfreeze_s1	lux-2-node-16	2	2524391	2026-08-17T21:41:18Z	2026-08-17T22:16:50Z	2132	0	DONE(rc=0) nll=3.6674	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfreeze_s1.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfreeze_s1.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfreeze_s1 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --seed 1 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s1_T0.pt --init-sha256 2bf90930f8e8910c8f32e72deb479d09edda20203235123a743adfd9863cc1cf --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96 --stage1-frac 0.15 --backbone-lr 1e-5
lowrank_s2	lux-2-node-16	2	2989292	2026-08-17T22:16:50Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_s2.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96
vanilla_continue_s2	lux-2-node-16	3	2984240	2026-08-17T22:13:50Z	2026-08-17T22:50:12Z	2182	0	DONE(rc=0) nll=3.6041	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/vanilla_continue_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/vanilla_continue_s2.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag vanilla_continue_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm vanilla_continue --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500
additive_s2	lux-2-node-16	3	3446811	2026-08-17T22:50:12Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_s2.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
lowrank_s2	lux-2-node-16	2	2989292	2026-08-17T22:16:50Z	2026-08-17T22:51:22Z	2072	0	DONE(rc=0) nll=3.6700	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_s2.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96
localreader_s2	lux-2-node-16	2	3449438	2026-08-17T22:51:22Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_s2.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
additive_s2	lux-2-node-16	3	3446811	2026-08-17T22:50:12Z	2026-08-17T23:27:34Z	2242	0	DONE(rc=0) nll=3.6698	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_s2.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
lowrank_unfreeze_s2	lux-2-node-16	3	3680408	2026-08-17T23:27:34Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfreeze_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfreeze_s2.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfreeze_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96 --stage1-frac 0.15 --backbone-lr 1e-5
localreader_s2	lux-2-node-16	2	3449438	2026-08-17T22:51:22Z	2026-08-17T23:30:24Z	2342	0	DONE(rc=0) nll=3.6738	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/localreader_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/localreader_s2.log	CUDA_VISIBLE_DEVICES=2 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag localreader_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm localreader --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --read-dim 64 --window 256
lowrank_unfreeze_s2	lux-2-node-16	3	3680408	2026-08-17T23:27:34Z	2026-08-18T00:03:16Z	2142	0	DONE(rc=0) nll=3.6655	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfreeze_s2.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfreeze_s2.log	CUDA_VISIBLE_DEVICES=3 /work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfreeze_s2 --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --seed 2 --init-from /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/van_s2_T0.pt --init-sha256 c6bab0102a8326b1b0e0d0b3f1a21af8678e15ee535be984ce0f6d7e153d7d04 --batch-size 1 --grad-accum 32 --continue-tokens 200000000 --log-every 50 --eval-every 500 --rank 96 --stage1-frac 0.15 --backbone-lr 1e-5
additive_4b	lux-2-node-16	1	3698714	2026-08-18T00:08:07Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/additive_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/additive_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag additive_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm additive --read-dim 128 --window 256 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
lowrank_unfr_4b	lux-2-node-16	3	3698715	2026-08-18T00:08:07Z				RUNNING	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/lowrank_unfr_4b.json	/work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817/logs/lowrank_unfr_4b.log	/work/mingze/miniconda3/envs/deltamem/bin/python /work/mingze/Posthoc_differential_memory_diffsplit/scripts/cpt_train.py --tag lowrank_unfr_4b --data-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --out-dir /work/mingze/Posthoc_differential_memory_diffsplit/out_cpt_20260817 --arm lowrank_unfreeze --rank 177 --stage1-frac 0.15 --backbone-lr 1e-5 --pretrained-model /work/mingze/models/Qwen3-4B-Instruct-2507 --split-layers 0,3,6,9,12,15,18,21,24,27,30,33 --batch-size 1 --grad-accum 8 --continue-tokens 50000000 --split-lr 5e-4 --log-every 100 --eval-every 500 --final-eval-batches 64 --grad-checkpointing 1 --seed 0
